14-Digit PIN #,Street Number,Dir.,Street Name,Type,Sq. Ft.,Ward,Community Area,Zoning Classification,TIF District,Location
20-17-226-040-0000,1036,W,59TH,ST,3131,16,ENGLEWOOD,B3-1,Englewood Neighborhood,"1036 W 59TH ST
CHICAGO, IL
(41.786959, -87.651332)"
20-17-402-015-0000,5925,S,ABERDEEN,ST,3120,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5925 S ABERDEEN ST
CHICAGO, IL
(41.786491, -87.652276)"
20-17-408-032-0000,6032,S,MAY,ST,3171,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6032 S MAY ST
CHICAGO, IL
(41.784131, -87.653421)"
20-17-418-022-0000,6147,S,ABERDEEN,ST,3166,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6147 S ABERDEEN ST
CHICAGO, IL
(41.782026, -87.65215)"
20-16-113-006-0000,5713,S,EMERALD,AVE,2988,20,ENGLEWOOD,RS-3,NOT IN TIF,"5713 S EMERALD AVE
CHICAGO, IL
(41.790491, -87.643824)"
20-20-222-027-0000,6512,S,GREEN,ST,4632,6,ENGLEWOOD,RS-3,Englewood Neighborhood,"6512 S GREEN ST
CHICAGO, IL
(41.775586, -87.645905)"
20-16-415-009-0000,6123,S,STEWART,,1537,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"6123 S STEWART
CHICAGO, IL
(41.783146, -87.635124)"
20-16-315-097-0000,6115,S,HALSTED,ST,960,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"6115 S HALSTED ST
CHICAGO, IL
(41.783034, -87.644863)"
20-20-213-015-0000,6447,S,SANGAMON,ST,3890,16,ENGLEWOOD,RT-4,Englewood Neighborhood,"6447 S SANGAMON ST
CHICAGO, IL
(41.776511, -87.648362)"
20-16-415-021-0000,323,W,61ST,ST,4456,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"323 W 61ST ST
CHICAGO, IL
(41.783592, -87.633921)"
20-28-217-023-0000,7336,S,PRINCETON,AVE,6348,6,GREATER GRAND CROSSING,RT-4,NOT IN TIF,"7336 S PRINCETON AVE
CHICAGO, IL
(41.760676, -87.632109)"
20-21-130-018-0000,418,W,MARQUETTE,RD,4357,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"418 W MARQUETTE RD
CHICAGO, IL
(41.772658, -87.63572)"
20-21-127-036-0000,508,W,66TH,PL,2192,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"508 W 66TH PL
CHICAGO, IL
(41.773496, -87.63753)"
20-29-229-028-0000,7426,S,GREEN,ST,3116,17,ENGLEWOOD,RS-3,NOT IN TIF,"7426 S GREEN ST
CHICAGO, IL
(41.759367, -87.645479)"
20-21-422-026-0000,7052,S,WENTWORTH,AVE,10893,6,GREATER GRAND CROSSING,C1-2,67th/Wentworth,"7052 S WENTWORTH AVE
CHICAGO, IL
(41.766916, -87.629808)"
20-17-401-040-0000,5940,S,ABERDEEN,ST,3105,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5940 S ABERDEEN ST
CHICAGO, IL
(41.78574, -87.652259)"
20-21-414-025-0000,6938,S,WENTWORTH,AVE,3286,6,GREATER GRAND CROSSING,C1-2,67th/Wentworth,"6938 S WENTWORTH AVE
CHICAGO, IL
(41.76782, -87.62984)"
20-29-209-004-0000,7205,S,MAY,ST,3121,6,ENGLEWOOD,RT-4,NOT IN TIF,"7205 S MAY ST
CHICAGO, IL
(41.762997, -87.65285)"
20-21-316-034-0000,6952,S,WALLACE,ST,3219,6,ENGLEWOOD,RS-3,67th/Wentworth,"6952 S WALLACE ST
CHICAGO, IL
(41.767379, -87.640187)"
20-29-215-038-0000,7250,S,HALSTED,ST,3000,6,ENGLEWOOD,B1-2,67th/Wentworth,"7250 S HALSTED ST
CHICAGO, IL
(41.761942, -87.644342)"
20-29-132-050-0000,1218,W,74TH,PL,3114,17,WEST ENGLEWOOD,RS-2,79th Street Corridor,"1218 W 74TH PL
CHICAGO, IL
(41.758671, -87.654573)"
20-17-416-027-0000,6120,S,MAY,ST,3121,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6120 S MAY ST
CHICAGO, IL
(41.782908, -87.653408)"
20-16-402-025-0000,318,W,60TH,ST,3114,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"318 W 60TH ST
CHICAGO, IL
(41.785431, -87.633695)"
20-17-220-001-0000,5701,S,MORGAN,ST,6129,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5701 S MORGAN ST
CHICAGO, IL
(41.790435, -87.649906)"
20-28-205-002-0000,7155,S,VINCENNES,AVE,6960,6,GREATER GRAND CROSSING,C1-2,67th/Wentworth,"7155 S VINCENNES AVE
CHICAGO, IL
(41.763929, -87.628565)"
20-17-418-020-0000,6141,S,ABERDEEN,ST,3127,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6141 S ABERDEEN ST
CHICAGO, IL
(41.782166, -87.652152)"
20-28-226-016-0000,7402,S,WENTWORTH,AVE,1222,6,GREATER GRAND CROSSING,RS-3,67th/Wentworth,"7402 S WENTWORTH AVE
CHICAGO, IL
(41.759878, -87.629663)"
20-21-205-036-0000,258,W,65TH,ST,2227,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"258 W 65TH ST
CHICAGO, IL
(41.776555, -87.632071)"
20-17-218-046-0000,5754,S,CARPENTER,,2993,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5754 S CARPENTER
CHICAGO, IL
(41.789602, -87.651079)"
20-20-408-014-0000,6833,S,RACINE,AVE,3125,16,ENGLEWOOD,B1-1,NOT IN TIF,"6833 S RACINE AVE
CHICAGO, IL
(41.769506, -87.654246)"
20-28-203-026-0000,7111,S,YALE,,6093,6,GREATER GRAND CROSSING,RT-4,67th/Wentworth,"7111 S YALE
CHICAGO, IL
(41.765233, -87.630999)"
20-17-424-004-0000,6213,S,RACINE,AVE,9321,16,ENGLEWOOD,C1-1,Englewood Neighborhood,"6213 S RACINE AVE
CHICAGO, IL
(41.780865, -87.65455)"
20-21-325-008-0000,7022,S,PARNELL,AV,2001,6,ENGLEWOOD,RT-4,67th/Wentworth,"7022 S PARNELL AV
CHICAGO, IL
(41.766397, -87.638397)"
20-17-224-020-0000,5840,S,MAY,ST,3124,16,ENGLEWOOD,M1-1,Englewood Neighborhood,"5840 S MAY ST
CHICAGO, IL
(41.787471, -87.653485)"
20-21-324-031-0000,7032,S,WALLACE,ST,3107,6,ENGLEWOOD,RS-3,67th/Wentworth,"7032 S WALLACE ST
CHICAGO, IL
(41.766052, -87.640144)"
20-16-219-033-0000,5849,S,LA SALLE,ST,3522,20,ENGLEWOOD,RS-3,Washington Park,"5849 S LA SALLE ST
CHICAGO, IL
(41.787519, -87.629094)"
20-17-423-017-0000,6132,S,HALSTED,ST,3872,16,ENGLEWOOD,PD 1227,Englewood Mall,"6132 S HALSTED ST
CHICAGO, IL
(41.782483, -87.644949)"
20-16-100-025-0000,5627,S,HALSTED,ST,3073,20,ENGLEWOOD,C1-2,47th/Halsted,"5627 S HALSTED ST
CHICAGO, IL
(41.791597, -87.645066)"
20-17-115-044-0000,5648,S,RACINE,,3113,16,WEST ENGLEWOOD,B1-1,NOT IN TIF,"5648 S RACINE
CHICAGO, IL
(41.791479, -87.654801)"
20-16-120-009-0000,5843,S,HALSTED,ST,3136,20,ENGLEWOOD,M1-2,47th/Halsted,"5843 S HALSTED ST
CHICAGO, IL
(41.787882, -87.645032)"
20-17-406-051-0000,847,W,59TH,ST,12414,16,ENGLEWOOD,C1-1,Englewood Neighborhood,"847 W 59TH ST
CHICAGO, IL
(41.787032, -87.646532)"
20-21-105-014-0000,6345,S,PARNELL,AVE,3164,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6345 S PARNELL AVE
CHICAGO, IL
(41.778546, -87.638713)"
20-21-129-001-0000,6601,S,NORMAL,BLVD,4850,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"6601 S NORMAL BLVD
CHICAGO, IL
(41.774137, -87.636851)"
20-21-125-014-0000,6600,S,LOWE,AVE,2555,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"6600 S LOWE AVE
CHICAGO, IL
(41.77424, -87.640712)"
20-20-202-004-0000,1051,W,63RD,ST,3251,16,ENGLEWOOD,C1-2,Englewood Neighborhood,"1051 W 63RD ST
CHICAGO, IL
(41.779666, -87.651381)"
20-17-431-008-0000,6223,S,GREEN,ST,3026,16,ENGLEWOOD,PD 1227,Englewood Mall,"6223 S GREEN ST
CHICAGO, IL
(41.780935, -87.646234)"
20-20-419-008-0000,1009,W,69TH,ST,2618,6,ENGLEWOOD,RS-3,67th/Wentworth,"1009 W 69TH ST
CHICAGO, IL
(41.768767, -87.649755)"
20-29-211-021-0000,7255,S,CARPENTER,ST,2992,6,ENGLEWOOD,RS-3,NOT IN TIF,"7255 S CARPENTER ST
CHICAGO, IL
(41.761678, -87.650403)"
20-20-223-031-0000,6550,S,HALSTED,ST,2946,20,ENGLEWOOD,B3-2,Englewood Neighborhood,"6550 S HALSTED ST
CHICAGO, IL
(41.774604, -87.644738)"
20-17-417-034-0000,6146,S,ABERDEEN,ST,3129,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6146 S ABERDEEN ST
CHICAGO, IL
(41.781908, -87.652148)"
20-20-215-037-0000,6446,S,HALSTED,ST,19743,20,ENGLEWOOD,PD 74,Englewood Neighborhood,"6446 S HALSTED ST
CHICAGO, IL
(41.777254, -87.64479)"
20-17-423-072-0000,807,W,61ST,,872,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"807 W 61ST
CHICAGO, IL
(41.783385, -87.645642)"
20-21-121-003-0000,435,W,65TH,ST,7500,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"435 W 65TH ST
CHICAGO, IL
(41.776209, -87.636318)"
20-17-402-026-0000,5953,S,ABERDEEN,ST,3118,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5953 S ABERDEEN ST
CHICAGO, IL
(41.785394, -87.652251)"
20-17-230-024-0000,5840,S,GREEN,ST,3106,16,ENGLEWOOD,M1-1,Englewood Neighborhood,"5840 S GREEN ST
CHICAGO, IL
(41.787545, -87.646205)"
20-20-226-037-0000,1056,W,MARQUETTE,RD,3260,6,ENGLEWOOD,RS-3,Englewood Neighborhood,"1056 W MARQUETTE RD
CHICAGO, IL
(41.772394, -87.65137)"
20-17-222-027-0000,5726,S,GREEN,ST,6219,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5726 S GREEN ST
CHICAGO, IL
(41.789893, -87.646265)"
20-21-301-014-0000,6747,S,EMERALD,AVE,5802,6,ENGLEWOOD,RT-4,67th/Wentworth,"6747 S EMERALD AVE
CHICAGO, IL
(41.771083, -87.643241)"
20-17-401-041-0000,5942,S,ABERDEEN,,3105,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5942 S ABERDEEN
CHICAGO, IL
(41.786155, -87.652268)"
20-17-400-046-0000,1140,W,60,ST,3843,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1140 W 60 ST
CHICAGO, IL
(41.785089, -87.653767)"
20-20-209-021-0000,6459,S,MAY,ST,5828,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6459 S MAY ST
CHICAGO, IL
(41.776171, -87.653216)"
20-28-306-017-0000,7504,S,STEWART,AVE,4389,6,GREATER GRAND CROSSING,RT-4,NOT IN TIF,"7504 S STEWART AVE
CHICAGO, IL
(41.75787, -87.634483)"
20-16-318-008-0000,741,W,61ST,PL,3148,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"741 W 61ST PL
CHICAGO, IL
(41.782484, -87.643814)"
20-16-313-028-0000,524,W,61ST,ST,3017,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"524 W 61ST ST
CHICAGO, IL
(41.783504, -87.638603)"
20-16-101-052-0000,5600,S,UNION,AVE,6343,20,ENGLEWOOD,RS-3,NOT IN TIF,"5600 S UNION AVE
CHICAGO, IL
(41.792352, -87.642668)"
20-16-324-034-0000,670,W,63RD,ST,4227,16,ENGLEWOOD,PD74/B1-5,Englewood Mall,"670 W 63RD ST
CHICAGO, IL
(41.779811, -87.642106)"
20-17-207-021-0000,5540,S,HALSTED,ST,5763,20,ENGLEWOOD,B3-2,Englewood Neighborhood,"5540 S HALSTED ST
CHICAGO, IL
(41.793312, -87.645128)"
20-28-203-031-0000,7154,S,WENTWORTH,AVE,2800,6,GREATER GRAND CROSSING,RT-4,67th/Wentworth,"7154 S WENTWORTH AVE
CHICAGO, IL
(41.763726, -87.629733)"
20-21-112-039-0000,500,W,65TH,ST,3921,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"500 W 65TH ST
CHICAGO, IL
(41.77619, -87.637387)"
20-17-414-012-0000,6029,S,PEORIA,ST,3039,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6029 S PEORIA ST
CHICAGO, IL
(41.784287, -87.647247)"
20-17-431-026-0000,6236,S,HALSTED,ST,6292,16,ENGLEWOOD,PD 1227,Englewood Mall,"6236 S HALSTED ST
CHICAGO, IL
(41.780254, -87.644866)"
20-21-121-005-0000,427,W,65TH,ST,5627,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"427 W 65TH ST
CHICAGO, IL
(41.776217, -87.636014)"
20-16-321-054-0000,613,W,62ND,ST,5979,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"613 W 62ND ST
CHICAGO, IL
(41.781638, -87.640573)"
20-17-423-057-0000,806,W,63RD,PKWY,869,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"806 W 63RD PKWY
CHICAGO, IL
(41.782186, -87.645279)"
20-21-210-024-0000,6542,S,ROSS,AVE,6035,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6542 S ROSS AVE
CHICAGO, IL
(41.775345, -87.630491)"
20-16-100-056-0000,5618,S,EMERALD,AVE,3031,20,ENGLEWOOD,RS-3,NOT IN TIF,"5618 S EMERALD AVE
CHICAGO, IL
(41.7919, -87.643862)"
20-21-120-014-0000,515,W,65TH,PL,6358,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"515 W 65TH PL
CHICAGO, IL
(41.775288, -87.637463)"
20-17-202-020-0000,5516,S,CARPENTER,ST,3117,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5516 S CARPENTER ST
CHICAGO, IL
(41.793233, -87.651212)"
20-28-102-033-0000,7150,S,LOWE,,3865,6,ENGLEWOOD,RT-4,67th/Wentworth,"7150 S LOWE
CHICAGO, IL
(41.764352, -87.640082)"
20-21-314-005-0000,6911,S,EMERALD,AVE,6256,6,ENGLEWOOD,RS-3,67th/Wentworth,"6911 S EMERALD AVE
CHICAGO, IL
(41.768678, -87.643252)"
20-20-417-034-0000,6930,S,ABERDEEN,,3116,6,ENGLEWOOD,RS-3,NOT IN TIF,"6930 S ABERDEEN
CHICAGO, IL
(41.768178, -87.651779)"
20-17-209-014-0000,5633,S,MAY,ST,3108,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5633 S MAY ST
CHICAGO, IL
(41.791395, -87.653576)"
20-28-218-005-0000,7317,S,PRINCETON,AVE,4969,6,GREATER GRAND CROSSING,RT-4,NOT IN TIF,"7317 S PRINCETON AVE
CHICAGO, IL
(41.761241, -87.63212)"
20-16-113-023-0000,5710,S,UNION,AVE,3582,20,ENGLEWOOD,RS-3,NOT IN TIF,"5710 S UNION AVE
CHICAGO, IL
(41.790237, -87.642631)"
20-21-114-017-0000,6449,S,EGGLESTON,AVE,7637,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6449 S EGGLESTON AVE
CHICAGO, IL
(41.776463, -87.636217)"
20-17-203-006-0000,1005,W,GARFIELD,BLVD,4441,16,ENGLEWOOD,RT-4,Englewood Neighborhood,"1005 W GARFIELD BLVD
CHICAGO, IL
(41.793883, -87.650261)"
20-16-404-034-0000,5942,S,LA SALLE,ST,3393,20,ENGLEWOOD,RS-3,Washington Park,"5942 S LA SALLE ST
CHICAGO, IL
(41.786064, -87.62905)"
20-16-218-046-0000,5822,S,LA SALLE,ST,4456,20,ENGLEWOOD,RS-3,Washington Park,"5822 S LA SALLE ST
CHICAGO, IL
(41.788449, -87.629129)"
20-16-307-018-0000,740,W,60TH,ST,3005,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"740 W 60TH ST
CHICAGO, IL
(41.78506, -87.644)"
20-20-401-006-0000,6713,S,MAY,,3107,16,ENGLEWOOD,RS-3,NOT IN TIF,"6713 S MAY
CHICAGO, IL
(41.77214, -87.653102)"
20-20-210-023-0000,6406,S,CARPENTER,ST,3117,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6406 S CARPENTER ST
CHICAGO, IL
(41.777579, -87.650809)"
20-16-102-007-0000,651,W,GARFIELD,BLVD,6519,20,ENGLEWOOD,RT-4,47th/Halsted,"651 W GARFIELD BLVD
CHICAGO, IL
(41.794032, -87.642258)"
20-20-203-006-0000,7125,S,CARPENTER,ST,3276,16,ENGLEWOOD,C1-2,Englewood Neighborhood,"7125 S CARPENTER ST
CHICAGO, IL
(41.764368, -87.650462)"
20-21-105-029-0000,6324,S,NORMAL,BLVD,2674,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6324 S NORMAL BLVD
CHICAGO, IL
(41.779128, -87.637519)"
20-08-426-031-0000,1020,W,55TH,ST,7874,20,NEW CITY,RS-3,47th/Halsted,"1020 W 55TH ST
CHICAGO, IL
(41.794275, -87.650843)"
20-20-230-018-0000,6600,S,GREEN,ST,3828,6,ENGLEWOOD,RS-3,Englewood Neighborhood,"6600 S GREEN ST
CHICAGO, IL
(41.774152, -87.645854)"
20-17-407-032-0000,5950,S,HALSTED,,5852,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5950 S HALSTED
CHICAGO, IL
(41.785443, -87.645032)"
20-17-423-015-0000,6141,S,GREEN,ST,3169,16,ENGLEWOOD,PD 1227,Englewood Neighborhood,"6141 S GREEN ST
CHICAGO, IL
(41.782879, -87.646086)"
20-16-316-036-0000,6106,S,NORMAL,BLVD,2999,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"6106 S NORMAL BLVD
CHICAGO, IL
(41.783171, -87.637554)"
20-17-409-026-0000,6018,S,ABERDEEN,ST,3101,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6018 S ABERDEEN ST
CHICAGO, IL
(41.784626, -87.652222)"
20-17-221-014-0000,5743,S,SANGAMON,ST,3721,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5743 S SANGAMON ST
CHICAGO, IL
(41.789381, -87.648655)"
20-17-431-009-0000,6229,S,GREEN,ST,6050,16,ENGLEWOOD,PD 1227,Englewood Mall,"6229 S GREEN ST
CHICAGO, IL
(41.780727, -87.646222)"
20-22-203-045-0000,550,W,64TH,ST,2775,20,WOODLAWN,RT-4,West Woodlawn,"550 W 64TH ST
CHICAGO, IL
(41.778, -87.639458)"
20-21-129-024-0000,419,W,66TH,ST,5305,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"419 W 66TH ST
CHICAGO, IL
(41.774401, -87.635218)"
20-16-102-062-0000,5548,S,LOWE,AVE,3117,20,ENGLEWOOD,RS-3,47th/Halsted,"5548 S LOWE AVE
CHICAGO, IL
(41.7926, -87.641438)"
20-16-300-041-0000,738,W,60TH,ST,3817,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"738 W 60TH ST
CHICAGO, IL
(41.785064, -87.643778)"
20-20-402-031-0000,6716,S,CARPENTER,ST,3115,16,ENGLEWOOD,RS-3,NOT IN TIF,"6716 S CARPENTER ST
CHICAGO, IL
(41.771756, -87.650672)"
20-16-100-024-0000,5625,S,HALSTED,ST,3073,20,ENGLEWOOD,C1-2,47th/Halsted,"5625 S HALSTED ST
CHICAGO, IL
(41.791668, -87.645069)"
20-21-113-033-0000,6446,S,EGGLESTON,AVE,5136,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6446 S EGGLESTON AVE
CHICAGO, IL
(41.776647, -87.636222)"
20-17-401-021-0000,5939,S,MAY,,3105,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5939 S MAY
CHICAGO, IL
(41.786051, -87.653452)"
20-17-424-035-0000,1148,W,63RD,ST,3126,16,ENGLEWOOD,C1-2,Englewood Neighborhood,"1148 W 63RD ST
CHICAGO, IL
(41.779621, -87.654475)"
20-17-431-033-0000,814,W,63RD,ST,3504,16,ENGLEWOOD,PD 1227,Englewood Mall,"814 W 63RD ST
CHICAGO, IL
(41.779767, -87.645385)"
20-16-320-032-0000,440,W,62ND,ST,1575,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"440 W 62ND ST
CHICAGO, IL
(41.78176, -87.636071)"
20-17-405-043-0000,5950,S,PEORIA,ST,3162,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5950 S PEORIA ST
CHICAGO, IL
(41.78551, -87.647367)"
20-20-411-021-0000,1014,W,69TH,ST,9445,6,ENGLEWOOD,RS-3,67th/Wentworth,"1014 W 69TH ST
CHICAGO, IL
(41.768763, -87.649898)"
20-20-323-040-0000,6906,S,RACINE,AVE,13664,6,WEST ENGLEWOOD,B1-1,67th/Wentworth,"6906 S RACINE AVE
CHICAGO, IL
(41.768565, -87.65422)"
20-20-229-040-0000,908,W,MARQUETTE,RD,3316,6,ENGLEWOOD,RS-3,Englewood Neighborhood,"908 W MARQUETTE RD
CHICAGO, IL
(41.772443, -87.647451)"
20-16-321-055-0000,609,W,62ND,ST,3949,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"609 W 62ND ST
CHICAGO, IL
(41.781657, -87.640106)"
20-20-217-023-0000,6559,S,MAY,ST,2923,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6559 S MAY ST
CHICAGO, IL
(41.774262, -87.65317)"
20-20-201-047-0000,6356,S,ABERDEEN,,2501,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6356 S ABERDEEN
CHICAGO, IL
(41.778435, -87.652041)"
20-16-218-052-0000,5836,S,LA SALLE,ST,3375,20,ENGLEWOOD,RS-3,Washington Park,"5836 S LA SALLE ST
CHICAGO, IL
(41.788051, -87.629114)"
20-20-229-009-0000,6621,S,SANGAMON,ST,3111,6,ENGLEWOOD,RS-3,Englewood Neighborhood,"6621 S SANGAMON ST
CHICAGO, IL
(41.773586, -87.648278)"
20-17-427-002-0000,6205,S,CARPENTER,ST,3121,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6205 S CARPENTER ST
CHICAGO, IL
(41.781197, -87.650915)"
20-17-423-048-0000,806,W,61ST,,535,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"806 W 61ST
CHICAGO, IL
(41.783385, -87.645653)"
20-28-219-008-0000,7316,S,VINCENNES,,1989,6,GREATER GRAND CROSSING,RT-4/B3-2,67th/Wentworth,"7316 S VINCENNES
CHICAGO, IL
(41.7615, -87.629889)"
20-17-424-033-0000,1152,W,63RD,ST,3126,16,ENGLEWOOD,C1-2,Englewood Neighborhood,"1152 W 63RD ST
CHICAGO, IL
(41.779624, -87.654165)"
20-17-400-007-0000,1141,W,59TH,ST,3001,16,ENGLEWOOD,B3-1,Englewood Neighborhood,"1141 W 59TH ST
CHICAGO, IL
(41.786914, -87.653944)"
20-21-112-010-0000,6423,S,PARNELL,AVE,2499,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6423 S PARNELL AVE
CHICAGO, IL
(41.777225, -87.638675)"
20-17-228-029-0000,940,W,59TH,ST,6178,16,ENGLEWOOD,B3-1,Englewood Neighborhood,"940 W 59TH ST
CHICAGO, IL
(41.786984, -87.649065)"
20-17-219-042-0000,5748,S,MORGAN,ST,3132,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5748 S MORGAN ST
CHICAGO, IL
(41.789173, -87.649864)"
20-20-217-016-0000,6537,S,MAY,ST,3109,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6537 S MAY ST
CHICAGO, IL
(41.774761, -87.653187)"
20-17-410-014-0000,6039,S,ABERDEEN,ST,3116,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6039 S ABERDEEN ST
CHICAGO, IL
(41.78409, -87.652196)"
20-21-315-042-0000,642,W,70TH,ST,2107,6,ENGLEWOOD,RS-3,67th/Wentworth,"642 W 70TH ST
CHICAGO, IL
(41.767096, -87.639885)"
20-28-216-015-0000,7300,S,HARVARD,AVE,6128,6,GREATER GRAND CROSSING,RT-4,NOT IN TIF,"7300 S HARVARD AVE
CHICAGO, IL
(41.761534, -87.633368)"
20-16-321-084-0000,626,W,ENGLEWOOD,AVE,3867,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"626 W ENGLEWOOD AVE
CHICAGO, IL
(41.780715, -87.640538)"
20-21-500-052-0000,6435,S,EGGLESTON,AVE,7150,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6435 S EGGLESTON AVE
CHICAGO, IL
(41.777423, -87.636242)"
20-21-413-030-0000,242,W,70TH,ST,1851,6,GREATER GRAND CROSSING,RT-4,67th/Wentworth,"242 W 70TH ST
CHICAGO, IL
(41.767247, -87.63035)"
20-16-300-021-0000,5965,S,HALSTED,ST,3925,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5965 S HALSTED ST
CHICAGO, IL
(41.785087, -87.644894)"
20-28-108-014-0000,7235,S,HALSTED,ST,3148,6,ENGLEWOOD,B1-2,67th/Wentworth,"7235 S HALSTED ST
CHICAGO, IL
(41.762327, -87.644353)"
20-21-127-002-0000,6609,S,PARNELL,AVE,4652,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"6609 S PARNELL AVE
CHICAGO, IL
(41.77397, -87.638787)"
20-28-106-013-0000,7155,S,NORMAL,BLVD,4121,6,ENGLEWOOD,RT-4,67th/Wentworth,"7155 S NORMAL BLVD
CHICAGO, IL
(41.763736, -87.637052)"
20-29-228-027-0000,7422,S,PEORIA,ST,3114,17,ENGLEWOOD,RS-3,NOT IN TIF,"7422 S PEORIA ST
CHICAGO, IL
(41.758997, -87.646692)"
20-17-213-025-0000,5628,S,PEORIA,ST,4216,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5628 S PEORIA ST
CHICAGO, IL
(41.791695, -87.647515)"
20-21-328-019-0000,418,W,71ST,ST,6941,6,ENGLEWOOD,RT-4,67th/Wentworth,"418 W 71ST ST
CHICAGO, IL
(41.765351, -87.635699)"
20-17-223-015-0000,5745,S,GREEN,ST,3581,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5745 S GREEN ST
CHICAGO, IL
(41.789248, -87.64625)"
20-20-427-009-0000,7027,S,CARPENTER,,3752,6,ENGLEWOOD,RS-3,NOT IN TIF,"7027 S CARPENTER
CHICAGO, IL
(41.766457, -87.650517)"
20-16-204-015-0000,5613,S,WENTWORTH,AVE,3176,3,ENGLEWOOD,B3-1,Washington Park,"5613 S WENTWORTH AVE
CHICAGO, IL
(41.792186, -87.630437)"
20-16-404-013-0000,5939,S,WENTWORTH,AVE,3172,20,ENGLEWOOD,C1-1,Washington Park,"5939 S WENTWORTH AVE
CHICAGO, IL
(41.786071, -87.630263)"
20-21-304-012-0000,6747,S,PARNELL,AVE,3225,6,ENGLEWOOD,RT-4,67th/Wentworth,"6747 S PARNELL AVE
CHICAGO, IL
(41.771159, -87.638702)"
20-17-224-025-0000,1148,W,59TH,ST,3122,16,ENGLEWOOD,C1-1,Englewood Neighborhood,"1148 W 59TH ST
CHICAGO, IL
(41.786911, -87.65417)"
20-28-107-001-0000,7101,S,EGGLESTON,AVE,6004,6,ENGLEWOOD,RT-4,67th/Wentworth,"7101 S EGGLESTON AVE
CHICAGO, IL
(41.765176, -87.635892)"
